ID	Q	A	I	R	P	N	O
5000	2	0	0	0	0	4	0
5830	0	3	0	0	1	1	0
6010	0	0	4	0	1	1	0
12561	2	1	0	0	2	0	0
13081	1	4	0	0	2	0	0
13281	1	2	1	2	0	0	0
13341	0	5	0	0	0	0	0
5580	1	2	2	0	0	1	0
13511	0	4	0	1	0	0	0
13671	0	1	0	2	3	0	0
13791	0	0	1	0	3	1	0
5690	0	0	0	0	2	0	3
14281	0	1	4	0	0	2	0
5900	0	0	1	0	2	2	0
5990	0	1	0	0	3	0	1
14291	0	3	1	1	1	0	0
6100	0	0	0	1	5	0	0
14541	0	0	3	0	2	3	0
14561	0	5	1	0	0	0	0
6000	1	1	0	0	4	0	1
14601	0	1	2	1	1	0	0
14641	0	0	3	0	1	1	0
14761	0	0	3	0	0	3	0
14771	1	1	3	0	2	1	0
16561	2	0	3	0	0	0	0
16721	2	0	2	0	2	0	0
16761	2	0	0	0	4	0	0
16771	0	0	3	0	2	0	0
16791	3	0	3	0	3	0	0
16821	1	0	1	4	2	0	0
16951	0	3	0	1	1	0	0
6940	0	0	0	0	5	0	0
17511	2	0	3	1	0	0	0
17521	0	1	1	0	1	2	0
1671	0	0	0	0	0	0	5
2201	0	0	0	0	0	0	5
2271	0	0	0	0	0	0	5
2441	0	0	0	0	0	0	5
2471	0	0	0	0	0	0	5
2561	0	0	0	0	0	0	5
2621	0	0	0	0	0	0	5
660	0	0	0	0	1	0	4
1430	0	0	0	0	0	0	5
4581	0	0	0	0	0	0	5
6081	0	0	0	0	0	0	5
2010	0	0	0	0	0	0	5
2070	0	0	0	0	1	0	5
11061	0	0	0	0	0	0	5
11241	0	1	0	0	0	0	4
14171	0	0	0	0	0	0	5
5840	0	0	0	0	0	0	5
14511	0	0	0	0	0	0	5
7310	0	0	0	0	0	0	5
7320	0	0	0	0	0	0	5
8361	5	0	2	0	2	0	0
8381	1	4	0	0	1	0	0
8831	0	1	0	0	4	0	0
14221	2	1	2	0	0	0	0
14341	0	0	1	3	2	0	0
14581	0	0	0	1	4	0	0
18611	5	0	0	0	1	0	0
19001	2	1	0	2	3	0	0
7300	3	0	0	0	4	0	0
111	0	1	2	0	1	0	2
5381	1	1	1	1	0	0	1
6621	0	1	0	0	5	0	0
2030	0	1	0	0	4	0	1
11181	0	0	0	0	0	0	5
11261	0	2	0	1	0	1	1
16551	5	0	0	0	1	0	0
21861	4	0	1	0	0	0	0
21891	0	1	1	2	1	0	0
1531	1	0	0	0	1	0	3
1591	0	4	0	0	0	1	0
2161	0	2	0	0	1	0	2
3281	0	3	0	1	4	0	0
3841	0	0	0	0	3	0	2
8341	5	0	0	0	0	0	0
9341	0	5	0	0	0	0	0
9411	0	4	0	1	1	0	0
14191	5	0	0	0	0	0	0
14211	0	5	0	0	0	0	0
5960	0	4	0	0	2	0	0
18581	5	0	0	0	0	0	0
19251	1	5	0	0	1	0	0
20451	0	0	0	0	5	0	0
20541	0	4	0	0	1	0	1
101	0	0	0	0	1	0	4
5371	0	0	1	1	0	0	4
11131	0	2	0	0	4	0	0
12771	0	0	0	0	5	0	0
12901	0	0	0	0	5	0	0
16531	2	0	3	0	0	0	0
21811	4	0	2	0	0	0	0
21821	2	0	1	0	4	0	0
21871	3	0	0	0	4	0	0
21881	0	5	0	1	1	0	0
1521	2	2	0	0	0	0	1
1561	0	3	0	0	0	1	1
840	0	4	1	0	0	1	0
860	0	4	0	0	1	0	0
1651	0	3	1	0	0	0	1
940	0	3	0	0	2	0	0
1721	0	2	0	0	3	0	0
1811	0	3	1	1	1	0	0
3511	0	5	0	0	1	0	0
3561	0	2	0	0	3	0	1
3721	5	0	0	0	0	0	0
8301	4	0	0	0	1	0	0
8351	1	5	0	0	1	0	0
8721	0	0	0	0	5	0	0
13121	0	1	1	0	3	0	1
14121	0	0	5	0	0	0	0
18571	5	0	0	0	0	0	0
18591	1	3	0	0	2	0	0
18601	2	2	0	0	3	0	0
18641	0	0	0	0	5	0	0
18711	0	0	0	0	5	0	0
18751	0	0	0	0	5	0	0
18771	0	1	0	0	4	0	0
18811	3	0	0	0	5	0	0
18851	0	0	0	0	3	0	2
18871	0	5	0	0	1	0	0
91	1	0	0	1	1	0	3
5321	4	1	0	0	0	0	0
5391	0	5	0	0	0	0	0
11111	0	1	0	1	1	0	3
13721	2	1	1	0	3	0	0
5590	0	2	0	0	2	1	0
13811	0	3	0	0	1	1	0
5740	1	3	0	0	1	0	0
16481	0	0	5	0	0	0	0
17201	0	1	0	5	1	0	0
21771	2	0	3	0	0	0	0
21781	0	4	0	1	0	0	0
21791	1	2	0	2	1	0	0
21801	5	0	0	0	2	0	0
1491	3	0	2	0	0	0	0
2401	0	0	1	0	3	0	1
4791	0	2	0	1	1	0	1
6741	0	0	2	0	2	1	0
2040	0	2	0	0	2	0	1
7861	0	0	1	0	4	0	0
2460	0	4	0	1	2	0	0
8031	1	0	2	0	2	0	1
2470	0	1	0	0	4	0	0
12301	0	0	3	1	1	1	0
4530	0	0	2	0	5	0	0
7730	1	2	0	0	1	1	0
15841	0	0	0	1	5	0	0
8281	0	1	0	0	0	0	4
8771	0	0	0	0	5	0	0
14031	0	0	2	0	1	0	2
14061	3	0	0	0	0	2	0
5750	0	1	0	0	5	0	0
14151	0	3	0	0	2	0	0
14181	1	1	0	0	5	0	0
14201	0	4	0	0	0	0	1
14251	2	2	0	0	2	0	1
5870	0	3	0	0	3	0	0
5890	0	1	0	0	3	0	2
16661	0	2	0	0	3	0	0
18561	1	0	0	0	1	0	3
21561	0	1	0	0	3	0	1
81	0	1	0	0	0	0	4
5261	0	1	0	0	1	0	3
6461	0	0	0	0	5	0	0
6471	0	0	0	0	5	0	0
7121	4	0	0	0	1	0	0
2100	0	4	0	0	0	0	1
2130	1	1	0	1	2	1	0
2190	3	2	0	1	0	0	1
2340	0	1	0	0	2	0	2
3310	2	3	0	0	0	0	1
7161	1	1	0	0	1	0	3
10841	3	1	0	1	1	0	0
3970	0	3	0	0	0	0	2
11071	0	0	1	0	1	1	2
11751	0	1	0	0	0	2	2
6720	0	2	0	1	2	0	1
12341	0	2	0	0	4	0	0
12791	2	0	0	0	4	0	0
5050	0	3	0	0	3	0	0
11101	4	0	1	0	0	0	0
11291	0	2	2	0	0	1	0
15351	0	0	3	0	1	3	0
16471	0	0	4	0	0	1	0
16611	0	0	1	0	5	0	0
16681	2	1	3	0	1	0	0
16801	0	0	2	0	2	3	0
16891	0	4	0	1	0	0	0
21751	5	0	1	0	0	0	0
21921	0	5	0	0	0	0	0
22091	5	0	1	0	1	0	0
1481	0	0	5	0	0	0	0
8181	5	0	0	0	0	0	0
8741	1	4	0	0	0	0	0
3340	0	3	0	1	1	0	0
14011	0	1	2	0	0	0	2
14051	0	2	0	0	2	0	1
5710	0	0	0	0	3	0	2
5760	1	0	0	0	3	0	1
5770	0	1	0	0	2	0	2
5780	0	2	0	0	4	0	0
6460	0	0	1	0	2	0	2
14111	0	0	0	0	2	1	3
14161	0	0	1	1	1	0	2
6470	0	2	0	0	2	0	1
6490	1	1	1	0	2	0	0
6540	0	2	0	0	3	0	0
6930	0	1	0	0	1	1	1
15701	3	1	0	0	1	0	1
6550	0	4	0	0	1	0	0
6560	2	0	0	0	2	0	1
15721	2	2	0	0	2	0	1
17131	3	2	0	0	3	0	0
17371	0	5	0	0	0	0	0
18521	4	0	2	0	0	0	0
18541	0	0	0	4	2	0	0
71	0	0	1	0	0	0	4
5211	3	0	4	0	0	1	0
5241	0	3	0	1	0	0	1
10971	0	0	5	0	0	0	0
16291	1	0	3	0	0	0	1
16451	1	1	0	2	3	0	0
16521	0	0	2	0	4	1	0
16581	0	1	2	0	1	0	1
16931	1	0	4	0	1	0	0
21661	0	0	0	0	3	3	1
21701	0	0	0	0	5	0	0
1461	5	0	0	0	0	0	0
2731	0	2	0	0	2	0	2
3091	3	2	0	0	1	0	2
3391	0	1	0	0	3	0	1
3471	0	2	0	0	2	0	1
8121	4	0	0	0	0	0	1
8151	0	5	0	0	0	0	0
8221	4	0	0	0	3	0	0
8231	2	4	0	0	1	0	0
8491	0	3	0	0	2	0	1
8761	0	3	0	0	2	0	0
8821	0	5	0	0	0	0	0
13981	0	0	5	0	0	0	0
14081	0	0	0	4	1	0	0
14231	0	0	5	0	2	0	0
14731	0	1	0	4	0	0	0
15561	0	0	5	0	0	0	0
18511	1	0	4	0	0	0	0
18531	0	0	0	4	2	0	0
7270	0	0	1	1	4	0	0
61	1	0	1	0	0	0	3
5151	5	0	0	0	2	0	0
5161	1	1	0	0	0	0	3
5251	0	5	0	0	0	0	0
1520	1	0	0	0	4	0	0
5291	0	4	0	0	0	0	1
5331	1	4	0	0	1	0	0
5351	5	1	0	1	0	0	0
1550	0	4	0	0	2	0	0
10901	0	0	0	0	3	0	3
11141	0	0	0	0	5	1	0
16281	2	0	3	0	0	0	0
16361	0	0	1	1	1	1	1
6790	0	0	0	1	4	0	0
16401	0	0	2	0	2	0	1
16431	0	0	2	0	4	0	0
16621	5	0	0	0	0	0	0
21641	5	0	0	0	0	0	0
21711	0	4	1	1	0	0	0
21721	0	0	3	0	0	1	1
21741	0	4	0	1	0	0	0
1431	5	0	0	0	0	0	0
2311	0	5	0	0	0	0	0
2671	4	0	0	0	4	0	0
3531	0	5	0	0	0	0	0
5401	0	5	0	0	0	0	0
8081	0	0	4	1	0	0	0
8211	0	1	2	2	1	0	0
13961	0	1	2	0	0	0	2
13991	0	3	0	0	4	0	0
14041	0	4	1	1	2	0	0
5720	0	4	0	1	0	1	0
6020	0	2	0	0	4	0	0
6060	0	2	2	0	1	0	0
6070	0	2	1	0	0	1	1
6080	1	4	0	0	1	0	0
6510	2	0	3	0	0	0	0
6580	0	5	0	2	0	0	0
14141	5	0	1	0	0	0	0
5790	0	3	1	0	1	0	0
5800	4	1	0	0	0	0	0
6030	3	1	0	0	0	0	0
6040	0	4	0	0	0	0	1
6520	0	4	1	0	0	0	0
15751	1	4	0	0	1	0	0
18501	1	0	4	0	0	0	0
51	0	1	0	0	1	0	3
5121	3	2	0	0	0	0	0
5501	0	4	1	0	1	0	0
1720	3	0	0	0	1	1	0
5581	0	4	0	0	0	0	0
5601	1	4	0	0	0	0	0
10861	0	0	5	0	0	0	0
10911	0	0	1	1	3	0	0
16271	0	0	5	0	0	0	0
16351	0	2	0	3	0	0	0
16371	0	0	0	0	5	0	0
16651	0	2	0	3	0	0	0
6810	1	2	3	0	0	0	0
21571	1	2	2	0	1	0	0
1421	2	2	0	0	0	0	1
5441	3	1	0	0	1	1	0
1540	0	3	0	0	2	0	0
6761	0	3	0	1	3	0	0
2430	5	1	0	0	0	0	0
4950	0	5	0	0	1	0	0
7991	4	1	0	0	0	0	0
13861	4	0	1	0	0	0	0
13881	2	0	1	0	4	0	0
14131	0	0	0	2	0	0	3
18491	4	0	0	0	2	0	0
41	1	0	0	1	1	0	2
5111	0	0	0	0	0	0	5
5141	0	0	0	0	0	0	5
5191	0	0	0	0	1	0	5
5201	0	0	0	0	1	0	4
6091	0	0	0	0	0	0	5
6671	0	0	0	0	0	0	5
6831	0	0	0	0	0	0	5
7401	0	0	0	0	0	0	5
7891	0	0	0	0	0	0	5
9201	0	0	0	0	0	0	5
3200	0	0	0	0	1	0	4
3500	0	0	0	0	0	0	5
3510	0	0	0	0	0	0	5
3760	0	0	0	0	2	0	3
3890	0	0	0	0	0	0	5
9581	0	0	0	0	0	0	5
3490	0	0	0	0	0	0	5
3590	0	0	0	0	1	0	5
10811	0	0	0	0	0	0	5
17391	0	0	0	0	0	0	5
18071	0	0	0	0	0	0	5
21761	0	0	0	0	0	0	5
10831	3	0	2	0	0	1	0
11311	0	4	0	2	0	0	0
16141	3	0	3	0	0	0	0
16211	0	1	1	0	2	1	0
16221	0	3	0	1	1	0	1
6740	0	0	0	0	5	0	0
16231	1	2	0	2	0	0	1
6760	0	0	0	0	5	0	0
16241	0	0	0	1	5	0	0
16691	4	0	0	0	1	0	0
16811	0	4	0	1	1	0	0
21391	4	0	0	0	0	0	1
21431	0	4	0	0	1	0	0
21491	0	3	0	0	1	1	0
7920	1	2	0	1	1	0	1
1311	0	0	0	0	2	0	3
1361	0	0	0	0	5	0	0
1391	5	0	0	0	0	0	0
290	0	4	0	1	0	0	0
1951	0	0	0	0	4	0	1
2571	3	0	1	1	1	0	0
630	0	4	0	0	0	1	0
2841	4	0	1	0	0	0	0
2110	0	5	0	0	0	0	0
11661	2	0	3	0	0	0	1
4990	0	0	1	3	1	0	0
7981	4	1	0	0	0	0	0
8061	0	5	0	0	0	0	0
8251	0	5	0	0	0	0	0
8541	0	4	0	0	0	0	1
13801	5	0	0	0	0	0	0
13831	1	4	0	0	1	0	0
5630	0	0	0	0	4	0	0
13841	0	3	0	0	3	0	0
5650	3	0	0	0	3	0	0
7430	1	3	0	0	0	0	1
7820	0	2	1	1	0	3	0
21091	0	4	0	0	0	0	0
18441	4	1	0	0	0	0	0
18471	0	4	0	1	1	0	0
18621	1	3	0	0	1	0	0
31	0	0	0	1	0	0	4
5081	1	0	5	0	0	0	0
10761	5	0	0	0	0	0	0
10951	0	5	0	0	0	0	0
11321	0	0	0	1	4	0	0
16111	2	0	2	1	0	0	0
21051	1	0	3	0	0	1	0
21121	0	1	0	1	0	3	0
7830	0	0	0	0	1	4	0
7840	1	1	2	0	0	2	0
21241	5	0	1	0	2	0	0
7910	0	4	1	0	1	1	0
21341	5	0	1	0	0	0	0
21691	0	3	0	1	0	0	1
1241	0	1	0	0	2	0	2
3261	0	0	0	0	5	0	0
7931	0	2	2	1	0	0	0
13601	2	1	0	1	0	0	2
13621	0	1	0	1	3	0	0
13631	0	0	0	0	5	0	0
13911	4	0	0	0	5	0	0
5670	0	3	0	2	0	0	0
5700	0	2	0	2	0	0	1
14391	0	0	0	0	5	0	0
14411	0	0	0	0	5	0	0
5940	5	0	0	0	3	0	0
5950	0	4	0	0	0	0	1
18421	4	0	0	0	0	0	1
18451	0	4	1	0	0	0	0
5061	0	0	0	0	1	0	4
5091	0	0	0	0	4	0	1
5421	0	1	0	0	3	0	1
10681	1	0	4	1	0	0	0
10701	0	1	0	2	3	0	0
11831	0	0	0	0	5	0	0
12141	1	3	1	0	0	0	0
16101	5	0	0	0	0	0	0
16151	0	1	0	0	3	0	1
16201	0	1	0	0	5	0	0
6780	0	4	0	1	0	0	0
7010	0	4	0	0	1	0	0
16391	0	0	0	0	5	0	0
16851	0	0	0	0	5	0	0
18901	0	1	0	0	4	0	0
20751	0	0	0	0	5	0	0
21311	4	0	1	0	0	0	0
21331	0	5	0	1	0	0	0
1231	4	0	1	0	0	0	0
1301	0	5	0	0	1	0	0
1411	0	4	0	1	0	0	0
1501	0	5	0	0	1	0	0
1511	0	5	0	0	1	0	0
3351	0	5	0	0	0	0	0
7821	5	0	1	0	0	0	0
7971	0	3	0	2	0	0	0
9751	2	4	0	1	0	0	0
10181	0	4	0	0	1	0	0
3710	5	0	0	0	0	0	0
13551	1	0	4	0	0	0	0
14091	0	0	0	3	3	0	0
18391	4	0	1	0	0	0	0
11	0	0	0	0	3	0	2
5001	1	1	4	0	0	0	0
5691	0	0	5	0	0	0	0
10641	4	0	1	0	0	0	0
10651	2	2	0	1	0	0	0
16081	2	0	2	0	0	1	0
21201	2	0	3	0	0	0	0
21221	0	1	0	4	1	0	0
21231	1	0	0	0	4	0	0
7850	0	0	2	0	3	0	1
21371	0	0	3	1	1	0	0
21631	0	1	0	4	2	0	0
1201	0	1	0	0	0	0	4
1211	0	0	0	0	4	0	1
4781	0	0	0	1	3	1	0
7731	0	0	0	0	1	0	4
13451	3	1	1	0	0	0	0
13471	0	5	0	0	0	0	0
13481	1	2	2	0	0	0	0
5420	0	1	0	1	3	1	0
13651	0	4	0	0	1	0	0
13731	0	1	0	1	4	0	1
